#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
2992000      5.60e-03      3.37e-04      1.36e-03    1.4e-05
2994000      1.14e-01      1.60e-03      2.92e-02    1.4e-05
2996000      5.98e-02      4.69e-03      1.38e-02    1.4e-05
2998000      8.00e-03      1.58e-04      2.03e-03    1.4e-05
3000000      1.06e-01      1.03e-03      2.80e-02    1.3e-05
3002000      8.81e-02      3.09e-03      2.28e-02    1.3e-05
3004000      1.25e-02      7.28e-04      3.13e-03    1.3e-05
3006000      2.77e-03      8.31e-05      7.11e-04    1.3e-05
3008000      9.84e-03      7.86e-04      2.32e-03    1.3e-05
3010000      2.78e-02      4.88e-04      7.27e-03    1.3e-05
3012000      3.95e-03      4.15e-04      5.76e-04    1.3e-05
3014000      4.39e-02      1.34e-03      1.13e-02    1.3e-05
3016000      2.33e-02      7.90e-04      5.94e-03    1.3e-05
3018000      1.30e-02      1.50e-03      1.34e-03    1.3e-05
3020000      2.19e-02      2.09e-03      4.89e-03    1.3e-05
3022000      6.11e-03      7.02e-04      6.57e-04    1.3e-05
3024000      1.03e-01      3.07e-03      2.64e-02    1.3e-05
3026000      1.33e-02      2.43e-05      3.52e-03    1.3e-05
3028000      1.18e-02      8.67e-04      2.84e-03    1.3e-05
3030000      1.19e-01      1.69e-03      3.13e-02    1.3e-05
3032000      5.24e-02      2.56e-06      1.38e-02    1.3e-05
3034000      1.40e-02      1.25e-03      3.20e-03    1.3e-05
3036000      7.05e-03      3.70e-04      1.69e-03    1.3e-05
3038000      9.88e-02      9.46e-03      2.31e-02    1.3e-05
3040000      1.24e-01      5.23e-03      3.28e-02    1.3e-05
3042000      4.33e-02      2.67e-03      1.10e-02    1.3e-05
3044000      2.40e-02      6.18e-04      6.43e-03    1.3e-05
3046000      1.28e-01      2.70e-03      3.46e-02    1.3e-05
3048000      8.71e-03      5.26e-04      2.22e-03    1.3e-05
3050000      4.20e-02      4.31e-04      1.14e-02    1.3e-05
3052000      1.00e-02      3.32e-04      2.63e-03    1.3e-05
3054000      9.54e-02      6.32e-05      2.59e-02    1.3e-05
3056000      2.02e-02      6.27e-04      5.32e-03    1.3e-05
3058000      4.73e-03      1.32e-04      1.25e-03    1.3e-05
3060000      1.94e-02      1.84e-03      4.47e-03    1.3e-05
3062000      2.15e-02      1.15e-03      5.29e-03    1.3e-05
3064000      1.48e-02      6.68e-04      3.74e-03    1.3e-05
3066000      9.71e-02      2.33e-03      2.62e-02    1.3e-05
3068000      1.52e-02      1.34e-03      3.60e-03    1.3e-05
3070000      9.97e-03      6.41e-04      2.33e-03    1.3e-05
3072000      1.47e-01      1.50e-03      3.98e-02    1.3e-05
3074000      7.66e-03      5.25e-04      1.74e-03    1.3e-05
3076000      5.25e-03      1.10e-04      1.40e-03    1.3e-05
3078000      9.64e-02      2.77e-03      2.58e-02    1.3e-05
3080000      1.57e-02      9.57e-04      3.81e-03    1.2e-05
3082000      3.76e-02      9.37e-04      1.04e-02    1.2e-05
3084000      1.39e-02      1.12e-04      3.87e-03    1.2e-05
3086000      1.16e-01      1.97e-03      3.22e-02    1.2e-05
3088000      1.71e-02      2.37e-03      2.99e-03    1.2e-05
3090000      1.14e-02      2.62e-04      3.13e-03    1.2e-05
3092000      2.52e-02      7.42e-04      6.82e-03    1.2e-05
3094000      1.02e-02      1.06e-03      2.32e-03    1.2e-05
3096000      1.21e-01      2.13e-03      3.36e-02    1.2e-05
3098000      1.69e-02      1.62e-03      3.97e-03    1.2e-05
3100000      1.29e-02      4.53e-04      3.53e-03    1.2e-05
3102000      6.05e-02      1.05e-03      1.68e-02    1.2e-05
3104000      5.51e-02      1.04e-03      1.52e-02    1.2e-05
3106000      8.26e-02      5.58e-05      2.30e-02    1.2e-05
3108000      1.90e-03      3.00e-05      5.24e-04    1.2e-05
3110000      5.38e-02      1.91e-03      1.47e-02    1.2e-05
3112000      1.28e-02      5.45e-04      3.36e-03    1.2e-05
3114000      6.17e-02      1.34e-03      1.71e-02    1.2e-05
3116000      1.41e-02      1.21e-04      3.93e-03    1.2e-05
3118000      1.76e-02      1.57e-03      4.25e-03    1.2e-05
3120000      1.88e-02      1.87e-03      4.46e-03    1.1e-05
3122000      5.48e-03      5.43e-04      9.63e-04    1.1e-05
3124000      2.37e-02      2.39e-03      4.02e-03    1.1e-05
3126000      5.80e-02      6.05e-04      1.66e-02    1.1e-05
3128000      1.37e-02      6.46e-04      3.77e-03    1.1e-05
3130000      4.69e-03      3.03e-04      1.15e-03    1.1e-05
3132000      8.89e-03      6.00e-04      2.35e-03    1.1e-05
3134000      7.25e-03      7.07e-04      1.31e-03    1.1e-05
3136000      9.56e-03      2.39e-04      2.68e-03    1.1e-05
3138000      1.51e-02      2.88e-04      4.30e-03    1.1e-05
3140000      7.62e-02      7.54e-04      2.17e-02    1.1e-05
3142000      1.04e-01      2.05e-03      2.96e-02    1.1e-05
3144000      8.49e-02      1.68e-04      2.43e-02    1.1e-05
3146000      3.88e-02      8.59e-04      1.10e-02    1.1e-05
3148000      9.61e-03      6.12e-04      2.57e-03    1.1e-05
3150000      5.25e-02      1.35e-03      1.49e-02    1.1e-05
3152000      5.12e-02      4.55e-03      1.32e-02    1.1e-05
3154000      3.40e-02      3.28e-03      8.18e-03    1.1e-05
3156000      9.63e-02      1.09e-03      2.75e-02    1.1e-05
3158000      7.49e-03      6.66e-04      1.51e-03    1.1e-05
3160000      2.20e-02      7.79e-05      6.46e-03    1.1e-05
3162000      1.39e-02      1.96e-03      2.47e-03    1.1e-05
3164000      1.17e-01      3.75e-03      3.38e-02    1.1e-05
3166000      9.02e-03      1.77e-04      2.64e-03    1.1e-05
3168000      9.73e-03      4.84e-04      2.63e-03    1.1e-05
3170000      1.16e-02      1.19e-03      2.79e-03    1.1e-05
3172000      1.42e-02      1.48e-03      2.32e-03    1.1e-05
3174000      4.83e-02      3.11e-03      1.32e-02    1.1e-05
3176000      1.31e-02      3.76e-04      3.80e-03    1.1e-05
3178000      1.45e-02      8.93e-04      3.99e-03    1.1e-05
3180000      1.27e-02      6.17e-04      3.60e-03    1.1e-05
3182000      8.63e-02      7.08e-04      2.53e-02    1.1e-05
3184000      1.01e-02      3.90e-04      2.90e-03    1.1e-05
3186000      4.06e-05      4.93e-06      3.04e-06    1.1e-05
3188000      2.32e-02      2.90e-03      4.84e-03    1.1e-05
3190000      1.89e-02      1.89e-03      4.60e-03    1.1e-05
3192000      5.42e-02      4.12e-03      1.44e-02    1.1e-05
3194000      1.76e-02      1.93e-03      4.08e-03    1.1e-05
3196000      8.15e-03      6.08e-05      2.39e-03    1.1e-05
3198000      2.21e-02      2.72e-03      4.69e-03    1.1e-05
3200000      9.92e-03      7.36e-04      2.72e-03    1.0e-05
3202000      4.72e-02      3.92e-04      1.42e-02    1.0e-05
3204000      5.12e-02      9.34e-04      1.53e-02    1.0e-05
3206000      1.19e-02      1.44e-03      9.97e-04    1.0e-05
3208000      1.10e-01      5.06e-03      3.21e-02    1.0e-05
3210000      1.07e-01      8.26e-04      3.24e-02    1.0e-05
3212000      9.02e-03      3.30e-04      2.60e-03    1.0e-05
3214000      7.90e-02      2.18e-03      2.32e-02    1.0e-05
3216000      4.96e-02      2.92e-03      1.41e-02    1.0e-05
3218000      6.89e-03      7.50e-04      1.04e-03    1.0e-05
3220000      9.47e-03      3.38e-04      2.74e-03    1.0e-05
3222000      1.12e-01      6.40e-04      3.38e-02    1.0e-05
3224000      1.49e-02      1.41e-03      3.78e-03    1.0e-05
3226000      3.93e-02      7.02e-04      1.18e-02    1.0e-05
3228000      1.48e-02      4.33e-04      4.41e-03    1.0e-05
3230000      1.44e-02      1.64e-03      1.88e-03    1.0e-05
3232000      1.30e-02      5.38e-04      3.82e-03    1.0e-05
3234000      2.12e-02      1.31e-03      6.01e-03    1.0e-05
3236000      1.18e-02      1.44e-03      2.58e-03    1.0e-05
3238000      7.78e-02      1.91e-03      2.30e-02    1.0e-05
3240000      1.38e-02      1.10e-03      3.83e-03    9.4e-06
3242000      9.40e-02      3.40e-03      2.79e-02    9.4e-06
3244000      8.62e-03      6.46e-04      2.42e-03    9.4e-06
3246000      1.04e-02      1.82e-04      3.18e-03    9.4e-06
3248000      1.34e-02      8.14e-04      3.91e-03    9.4e-06
3250000      6.75e-03      1.90e-04      2.04e-03    9.4e-06
3252000      6.08e-02      1.54e-03      1.86e-02    9.4e-06
3254000      1.20e-02      1.33e-03      2.91e-03    9.4e-06
3256000      9.54e-03      1.11e-03      1.11e-03    9.4e-06
3258000      1.10e-02      5.37e-04      3.27e-03    9.4e-06
3260000      1.19e-02      4.68e-04      3.60e-03    9.4e-06
3262000      1.21e-02      8.63e-04      3.43e-03    9.4e-06
3264000      1.11e-02      7.20e-04      2.93e-03    9.4e-06
3266000      1.33e-02      1.43e-03      3.27e-03    9.4e-06
3268000      3.66e-03      4.00e-04      5.59e-04    9.4e-06
3270000      3.23e-02      2.40e-03      9.07e-03    9.4e-06
3272000      8.48e-02      4.38e-03      2.54e-02    9.4e-06
3274000      3.11e-02      8.13e-04      9.51e-03    9.4e-06
3276000      1.23e-02      7.04e-04      3.39e-03    9.4e-06
3278000      7.09e-03      2.05e-06      2.20e-03    9.4e-06
3280000      7.66e-02      2.74e-03      2.38e-02    8.9e-06
3282000      6.41e-03      2.60e-04      1.93e-03    8.9e-06
3284000      8.20e-03      1.03e-03      1.84e-03    8.9e-06
3286000      9.01e-02      8.60e-04      2.86e-02    8.9e-06
3288000      9.83e-02      2.14e-03      3.10e-02    8.9e-06
3290000      5.71e-03      3.15e-04      1.72e-03    8.9e-06
3292000      1.19e-02      1.17e-03      3.13e-03    8.9e-06
3294000      2.69e-02      2.88e-03      7.31e-03    8.9e-06
3296000      5.19e-02      1.61e-03      1.62e-02    8.9e-06
3298000      7.23e-02      2.54e-04      2.30e-02    8.9e-06
3300000      7.03e-03      5.75e-04      1.69e-03    8.9e-06
3302000      2.52e-02      6.35e-04      7.85e-03    8.9e-06
3304000      4.93e-03      5.82e-04      5.35e-04    8.9e-06
3306000      1.25e-02      1.54e-03      7.53e-04    8.9e-06
3308000      1.14e-01      2.36e-03      3.58e-02    8.9e-06
3310000      1.33e-02      9.02e-04      3.92e-03    8.9e-06
3312000      9.92e-03      1.38e-03      1.95e-03    8.9e-06
3314000      1.53e-02      7.72e-04      4.67e-03    8.9e-06
3316000      1.61e-02      1.26e-03      4.58e-03    8.9e-06
3318000      2.98e-02      4.84e-03      3.83e-03    8.9e-06
3320000      4.17e-02      3.66e-04      1.36e-02    8.4e-06
3322000      1.77e-02      2.14e-03      1.54e-03    8.4e-06
3324000      1.14e-02      1.37e-03      9.83e-04    8.4e-06
3326000      1.31e-02      1.20e-03      3.64e-03    8.4e-06
3328000      5.12e-02      1.96e-03      1.63e-02    8.4e-06
3330000      7.52e-02      1.82e-03      2.41e-02    8.4e-06
3332000      2.53e-02      3.72e-04      8.22e-03    8.4e-06
3334000      1.62e-02      1.34e-03      3.96e-03    8.4e-06
3336000      5.34e-02      4.04e-03      1.58e-02    8.4e-06
3338000      3.67e-02      2.70e-03      1.12e-02    8.4e-06
3340000      8.16e-02      1.21e-03      2.65e-02    8.4e-06
3342000      7.17e-03      8.17e-04      9.81e-04    8.4e-06
3344000      2.32e-02      2.56e-04      7.56e-03    8.4e-06
3346000      2.55e-02      2.83e-03      6.49e-03    8.4e-06
3348000      7.54e-02      3.00e-03      2.41e-02    8.4e-06
3350000      2.15e-02      1.82e-03      5.18e-03    8.4e-06
3352000      8.52e-02      1.64e-03      2.77e-02    8.4e-06
3354000      1.05e-02      3.10e-04      3.38e-03    8.4e-06
3356000      3.12e-02      4.85e-04      1.01e-02    8.4e-06
3358000      7.55e-02      7.82e-04      2.45e-02    8.4e-06
3360000      1.11e-02      1.02e-03      3.17e-03    7.9e-06
3362000      1.54e-02      9.90e-04      4.42e-03    7.9e-06
3364000      1.11e-01      7.88e-03      3.39e-02    7.9e-06
3366000      4.89e-02      1.51e-03      1.61e-02    7.9e-06
3368000      8.66e-02      1.83e-03      2.86e-02    7.9e-06
3370000      4.67e-02      1.08e-03      1.54e-02    7.9e-06
3372000      3.84e-03      3.21e-04      9.59e-04    7.9e-06
3374000      7.66e-02      1.56e-03      2.53e-02    7.9e-06
3376000      5.59e-02      5.76e-04      1.87e-02    7.9e-06
3378000      9.62e-02      2.53e-04      3.22e-02    7.9e-06
3380000      8.16e-03      2.03e-04      2.70e-03    7.9e-06
3382000      1.07e-02      5.83e-04      3.22e-03    7.9e-06
3384000      1.69e-02      5.70e-04      5.56e-03    7.9e-06
3386000      8.97e-03      1.06e-03      9.80e-04    7.9e-06
3388000      9.00e-02      3.90e-03      2.92e-02    7.9e-06
3390000      8.78e-03      9.96e-04      1.25e-03    7.9e-06
3392000      7.71e-02      3.19e-03      2.53e-02    7.9e-06
3394000      8.21e-02      9.93e-04      2.74e-02    7.9e-06
3396000      7.63e-02      9.66e-04      2.55e-02    7.9e-06
3398000      3.23e-02      3.22e-04      1.08e-02    7.9e-06
3400000      1.41e-02      1.56e-04      4.81e-03    7.5e-06
3402000      8.70e-02      2.78e-03      2.95e-02    7.5e-06
3404000      8.04e-02      3.25e-03      2.70e-02    7.5e-06
3406000      1.33e-02      9.66e-04      4.18e-03    7.5e-06
3408000      1.49e-02      1.18e-03      4.58e-03    7.5e-06
3410000      4.11e-02      2.04e-04      1.41e-02    7.5e-06
3412000      9.49e-02      2.08e-03      3.24e-02    7.5e-06
3414000      6.46e-03      5.17e-04      1.71e-03    7.5e-06
3416000      1.46e-02      2.05e-03      3.07e-03    7.5e-06
3418000      3.56e-03      2.32e-04      1.14e-03    7.5e-06
3420000      1.65e-02      2.09e-03      3.95e-03    7.5e-06
3422000      3.29e-02      3.02e-03      1.01e-02    7.5e-06
3424000      5.04e-03      4.54e-04      1.20e-03    7.5e-06
3426000      1.62e-02      2.40e-03      3.03e-03    7.5e-06
3428000      1.05e-01      6.92e-03      3.34e-02    7.5e-06
3430000      8.80e-03      1.24e-03      1.83e-03    7.5e-06
3432000      7.69e-02      2.38e-03      2.60e-02    7.5e-06
3434000      1.23e-02      6.15e-04      4.03e-03    7.5e-06
3436000      4.28e-02      2.01e-03      1.42e-02    7.5e-06
3438000      1.17e-02      7.80e-04      3.73e-03    7.5e-06
3440000      3.00e-02      3.40e-04      1.05e-02    7.1e-06
3442000      9.93e-02      4.30e-03      3.39e-02    7.1e-06
3444000      5.25e-02      3.41e-03      1.75e-02    7.1e-06
3446000      1.28e-02      3.88e-04      4.42e-03    7.1e-06
3448000      1.09e-02      6.12e-04      3.64e-03    7.1e-06
3450000      3.97e-02      1.20e-03      1.35e-02    7.1e-06
3452000      6.61e-02      3.49e-04      2.33e-02    7.1e-06
3454000      2.32e-02      1.26e-03      7.76e-03    7.1e-06
3456000      1.24e-01      2.77e-03      4.34e-02    7.1e-06
3458000      7.20e-02      5.72e-04      2.53e-02    7.1e-06
3460000      1.33e-02      1.20e-03      4.02e-03    7.1e-06
3462000      7.66e-02      1.99e-03      2.67e-02    7.1e-06
3464000      7.81e-02      1.39e-03      2.72e-02    7.1e-06
3466000      1.62e-02      1.37e-03      5.03e-03    7.1e-06
3468000      8.89e-02      2.52e-03      3.09e-02    7.1e-06
3470000      3.55e-03      4.21e-04      9.31e-04    7.1e-06
3472000      5.22e-02      3.09e-03      1.76e-02    7.1e-06
3474000      6.99e-02      3.27e-03      2.37e-02    7.1e-06
3476000      1.00e-01      2.96e-03      3.48e-02    7.1e-06
3478000      4.44e-02      1.27e-03      1.54e-02    7.1e-06
3480000      7.49e-02      1.15e-03      2.68e-02    6.7e-06
3482000      2.72e-02      4.15e-04      9.78e-03    6.7e-06
3484000      3.84e-02      8.86e-04      1.38e-02    6.7e-06
3486000      1.51e-02      5.68e-04      5.32e-03    6.7e-06
3488000      5.94e-02      1.06e-03      2.13e-02    6.7e-06
3490000      2.06e-02      1.39e-03      7.00e-03    6.7e-06
3492000      2.86e-02      1.15e-03      1.01e-02    6.7e-06
3494000      3.66e-02      2.55e-04      1.32e-02    6.7e-06
3496000      3.63e-02      2.15e-03      1.26e-02    6.7e-06
3498000      6.53e-02      2.18e-03      2.31e-02    6.7e-06
3500000      1.24e-02      1.72e-03      2.81e-03    6.7e-06
3502000      8.90e-03      8.50e-04      2.08e-03    6.7e-06
3504000      4.79e-03      5.31e-04      8.07e-04    6.7e-06
3506000      4.07e-02      4.94e-04      1.47e-02    6.7e-06
3508000      1.50e-02      1.35e-03      4.65e-03    6.7e-06
3510000      1.00e-02      7.13e-04      3.31e-03    6.7e-06
3512000      7.25e-03      1.14e-04      2.61e-03    6.7e-06
3514000      9.49e-02      3.24e-03      3.36e-02    6.7e-06
3516000      3.05e-02      2.90e-04      1.10e-02    6.7e-06
3518000      6.18e-02      1.03e-03      2.22e-02    6.7e-06
3520000      2.53e-02      2.87e-03      3.98e-03    6.3e-06
3522000      7.12e-03      1.74e-04      2.61e-03    6.3e-06
3524000      1.84e-02      8.55e-05      6.80e-03    6.3e-06
3526000      4.19e-02      2.75e-04      1.55e-02    6.3e-06
3528000      6.15e-03      3.18e-04      2.07e-03    6.3e-06
3530000      1.77e-02      1.39e-03      5.89e-03    6.3e-06
3532000      7.40e-03      7.05e-04      2.31e-03    6.3e-06
3534000      1.97e-02      2.08e-03      5.87e-03    6.3e-06
3536000      2.79e-02      1.88e-03      9.55e-03    6.3e-06
3538000      3.19e-02      9.77e-04      1.17e-02    6.3e-06
3540000      4.90e-02      1.58e-03      1.78e-02    6.3e-06
3542000      8.92e-03      3.61e-04      3.12e-03    6.3e-06
3544000      7.24e-03      4.26e-04      2.36e-03    6.3e-06
3546000      5.25e-03      3.14e-04      1.71e-03    6.3e-06
3548000      6.79e-03      2.52e-04      2.40e-03    6.3e-06
3550000      1.20e-02      1.15e-03      3.76e-03    6.3e-06
3552000      1.94e-02      1.35e-03      6.59e-03    6.3e-06
3554000      8.05e-02      1.69e-03      2.96e-02    6.3e-06
3556000      9.92e-02      1.56e-03      3.66e-02    6.3e-06
3558000      1.37e-02      1.26e-03      4.32e-03    6.3e-06
3560000      3.54e-02      3.07e-04      1.34e-02    6.0e-06
3562000      1.72e-02      2.41e-04      6.50e-03    6.0e-06
3564000      6.70e-02      3.01e-04      2.54e-02    6.0e-06
3566000      1.23e-02      4.64e-04      4.44e-03    6.0e-06
3568000      8.32e-02      4.11e-03      3.06e-02    6.0e-06
3570000      7.44e-02      3.86e-03      2.73e-02    6.0e-06
3572000      3.37e-03      5.56e-04      4.68e-04    6.0e-06
3574000      8.53e-02      4.25e-03      3.10e-02    6.0e-06
3576000      1.29e-02      1.63e-03      3.45e-03    6.0e-06
3578000      7.77e-03      1.09e-03      1.81e-03    6.0e-06
3580000      4.26e-02      1.44e-03      1.59e-02    6.0e-06
3582000      6.53e-02      4.27e-04      2.47e-02    6.0e-06
3584000      7.40e-03      2.42e-04      2.76e-03    6.0e-06
3586000      8.17e-02      3.01e-03      3.03e-02    6.0e-06
3588000      5.68e-03      3.99e-04      1.79e-03    6.0e-06
3590000      4.77e-03      3.59e-04      1.45e-03    6.0e-06
3592000      8.31e-02      1.73e-03      3.14e-02    6.0e-06
3594000      1.41e-02      1.48e-03      2.91e-03    6.0e-06
